fhdi_herb_id,herb_latin_name,herb_english_name,herb_pinyin_name,herb_chinese_name,properties,function ,indication,therapeutic_class
h00129,lysimachia paridiformis,parisshape loosestrife,chong lou pai cao,,not specified,to dispel wind and eliminate damp quicken blood and relieve pain relieve cough resolve toxin,winddamp pain pain in stomach duct and abdomen cough knocks and falls clove sore and swollen boil poisonous snake bite,not specified
h00130,fructus leonuri,motherwort fruit,chong wei zi,,minor cold sweet,to activate blood circulation and regulate menstruation to subdue hyperactivity of the liver and to clear the eye of opacity,treatment of menstrual disorders amenorrhea hysmenorrhea inflammation of the eye with formation of corneal opacity dizziness and headache,blood activating stasis removing drugs
h00131,ruta graveolens,common rue,chou cao,,not specified,to dispel wind abate fever disinhibit urine quicken blood resolve toxin disperse swelling,common cold with fever winddamp bone pain infant fright wind inhibited urination diarrhea mounting qi amenorrhea knocks and falls heat toxin sores eczema,not specified
h00132,dysosma veitchii,veitch dysosma,chuan ba jiao lian,,not specified,see dysosma pleiantha ,see dysosma pleiantha,not specified
h00133,bulbus fritillariae cirrhosae,bulb of tendrilleaf fritillary,chuan bei mu,,minor cold sweet bitter,to remove heat moisten the lung resolve phlegm and relieve cough,lung heat cough dry cough chronic bronchitis infection of upper respiratory tract tuberculosis gastric ulcer duodenal ulcer yin vacuity taxation cough cough with phlegm and blood,phlegresolving medicine
h00134,rhizoma coptidis,rhizome of chinese goldthread,chuan huang lian,,cold bitter,treatment of attack of dampheat manifested by stuffiness and fullness sensation in the abdomen or causing acute dysentery of jaundice high fever accompained by impairment of conciousness fidgetness and insomnia due to exuberant fire spitting of blood and epistaxis caused by heat in the blood inflammation of the eye acid regurgitation toothache diabetes carbuncles and sores external use for eczema and other skin diseases with exudation purulent discharge from the earrhizoma coptidis processed with wine inflammation of the eye ulcers in the mouthrhizoma coptidis processed with ginger stuffiness and fullness sensation in the abdomen with nausea and vomiting caused by dampheat in combination with cold,its chief component is berberine 1 possessing broadspectrum antibacterial and antiprotozoal effects 2 intravenous injection or oral administration of berberine exerts a hypotensive effect on experimental animals 3 small dosage of berberine enhances the action of acetylcholine on animals hearts in vitro while large dosage counteracts it 4 relaxing the smooth muscles of blood vessels and stimulating those of uterus urinary bladderl bronchus and gastrointestines 5 promoting bile secretion 6 berberine inhibits the cellular growht of ascitic cancer and lymphoma,heat clearence
h00135,scutellaria hypericifolia,st johnswortleaf skullcap,chuan huang qin,,not specified,see scutellaria baicalensis,see scutellaria baicalensis,not specified
h00136,fructus meliae toosendan,szechwan chiberry fruit,chuan lian zi,,cold bitter,to relieve pain by smoothing the flow of the liver qi and to repel worms,chest and ribside pain distending pain in stomach duct mounting qi  abdominal pain due to worm accumulation,qi regulating drugs
h00137,caulis clematidis armandii,armand clematis stem,chuan mu tong,,not specified,to remove heat and induce diuresis to stimulate menstrual discharge and promote lactation,treatment of edema stranguria oliguria arthralgia amenorrhea lack of lactation,diuretic dampness excreting drugs
h00138,vladimiria souliei syn jurinea souliei,common vladimiria,chuan mu xiang,,not specified,to move qi and relieve pain,distending pain in stomach duct rumbling intestines and diarrhea tenesmus liver gallbladder pain,regulation of qi
h00139,radix cyathulae,root of medicil cyathula,chuan niu xi,,mild sweet sour bitter,to eliminate blood stasis and stimulate menstrual discharge to allay arthralgia and ease the joint and to relieve urinary disturbance,amenorrhea with concretion and conglomeration retention of placenta impediment pain in joints hematuria blood strangury knocks and falls,blood activating stasis removing drugs
h00140,radix cudraniae,root of tricuspid cudrania,chuan po shi,,cool slightly bitter neutral,1 to remove blood stasis alleviate pain expel wind and dampness for rheumatism and trauma recently  also for acute and chronic hepatitis tumour of digestive tract carcinoma of liver pancreas and lung etc 2 to relieve cough and eliminate sputum for productive cough,1 to remove blood stasis alleviate pain expel wind and dampness for rheumatism and trauma recently  also for acute and chronic hepatitis tumour of digestive tract carcinoma of liver pancreas and lung etc 2 to relieve cough and eliminate sputum,not specified
h00141,not specified,iridis tectori rhizoma,chuan she gan,,not specified,not specified,not specified,antipyretic detoxicate drugs
h00142,radix chuanxiong,chuanxiong rhizome szechuan lovage root,chuan xiong,,warm pungent,1 to invigorate blood and promote qi circulation 2 to expel wind and stop pain,cerebral ischemia postpartum pain acute icterohepatitis menstrual disorder amenorrhea and dysmenorrhea concretion and conglomeration chest and ribside stabbing pain painful swelling from knocks and falls headache winddamp impediment pain,blood activating stasis removing drugs
h00143,herba sedi sarmentosi,all  grass of stringy stonecrop,chui pen cao,,cool sweet slightly sour neutral,to remove dampheat and to counteract toxicity,1 its amino acid protect the liver of rats and mice from ccl4 damage2 inhibiting the growth of staphyloccus aureus a0 and b streptococcus and shigella flexneri in vitro,antipyretic detoxicate drugs
h00144,cortex tooe sinensis,ailanthus bark tree of heaven bark,chun pi,,cold bitter punkery,to remove dampheat and arrest discharges,treatment of morbid leukorrhea diarrhea caused by dampheat chronic diarrhea chronic dysentery hematochezia abnormal uterine bleeding,heatclearing and dampnessdrying medicinal
h00145,juniperus oxycedrus,prickly juniper,ci gui,,not specified,not specified,not specified,not specified
h00146,glycyrrhiza pallidiflora,pricklyfruit licorice,ci guo gan cao,,not specified,to promote lactation,postpartum scant milk,not specified
h00147,pinus aristata,bristlecone pine,ci guo song,,not specified,not specified,not specified,not specified
h00148,not specified,radix et caulis mahonae flavidae,ci huang lian,,not specified,not specified,not specified,not specified
h00149,rosa roxburghii,roxburgh rose,ci li,,not specified,to fortify stomach disperse food check diarrhea,food accumulation distention and fullness enteritis and diarrhea,not specified
h00150,eleutherococcus senticosus,manypr ickle acanthopana x,ci wu jia,,warm pungent bitter,to boost qi and fortify spleen supplement kidney and quiet spirit increase appetite,spleenkidney yang vacuity vacuity and hypodynamia inappetence aching in lumbus and knees insomnia and frequent dreaming,for dispelling winddampness
h00151,eleutherococcus senticosus,manyprickle acanthopanax leaf,ci wu jia ye,,not specified,not specified,not specified,not specified
h00153,hippophae rhamnoides,seabuckthorn fruit equivalent plant hippophae rhamnoides subsp sinensis  hippophae rhamnoides subsp yunnanensis,cu liu guo,,not specified,to relieve cough and transform phlegm fortify stomach and disperse food quicken blood and dissipate stasis,cough with profuse phlegm pulmonary welling abscess indigestion food accumulati on abdominal pain stomachache enteritis amenorrhea stasis swelling from knocks and falls,not specified
h00154,glycyrrhiza aspera,hirsute licorice,cu mao gan cao,,not specified,see glycyrrhiza uralensis ,see glycyrrhiza uralensis,not specified
h00155,celastrus strigillosus,hirsute bittersweet,cu mao nan she teng,,not specified,not specified,not specified,not specified
h00156,ficus simplicissima,hispid fig,cu ye rong,,not specified,to fortify spleen and supplement lung move qi and disinhibit damp soothe sinews and quicken network vessels,spleen vacuity edema reduced food intake with fatigue tuberculosis with cough vaginal discharge night sweating postpartum scant milk winddamp impediment pain edema cirrhosis with ascites hepatitis knocks and falls,not specified
h00157,not specified,not specified,cui tu luo fu mu,,not specified,not specified,not specified,not specified
h00158,senecio oryzetorum,field groundsel,da bai ding cao,,not specified,to clear heat and resolve toxin,white mouth sore in children clove sore,not specified
h00159,plantago major,rippleseed plantain,da che qian,,not specified,see plantago asiatica,see plantago asiatica,not specified
h00160,tanacetum parthenium,feverfew,xiao bai ju,,not specified,not specified,not specified,not specified
h00161,euphorbia hirta,garden euphorbia,da fei yang cao,,not specified,to clear heat and resolve toxin percolate damp and relieve itch free milk,acute enteritis bacillary dysentery strangury hematuria pulmonary welling abscess mammary welling abscess clove sore toxin swelling eczema foot lichen itchy skin,not specified
h00162,coffea liberica,liberian coffee,da guo ka fei,,not specified,see coffea arabica,see coffea arabica,not specified
h00163,rhodiola crenulata syn rhodiola euryphylla,bigflower rhodiola,da hua hong jing tian,,not specified,to clear lung and boost qi,tuberculosis with cough hemoptysis pneumonia b ronchitis,not specified
h00165,lagerstroemia speciosa,queen crapemyrtle,da hua zi wei,,not specified,to close sores resolve toxin,swelling toxin of welling abscess and sore,not specified
h00166,semen sojae germinatus,black seed of soybean,da huang dou juan,,mild sweet,not specified,not specified,not specified
h00167,herba cirsii japoniciradix cirsii japoniciherba seu radix cirsii japonici,allgrass of thistle,da ji,,cool sweet bitter,to arrest bleeding by reducing heat in the blood to remove blood stasis and to promote the subsidence of swelling,not specified,bloodcooling hemostatic medicinal
h00168,radix euphorbiae pekinensis,peking spurge root,da ji 1,,cold pungent bitter,1 treatment of edema of the face and the body retention of fluid in the chest and ascites peking spurge root daji is used with jujube dazao kansui root gansui and genkwa flower yuanhua in the formula shizao tang 2 treatment of boils carbuncles scrofula and subcutaneous nodules peking spurge root daji is used with pleione rhizome shancigu and moleplant seed qianjinzi for internal and external use in the formula zijin ding,1 treatment of edema of the face and the body retention of fluid in the chest and ascites peking spurge root daji is used with jujube dazao kansui root gansui and genkwa flower yuanhua in the formula shizao tang 2 treatment of boils carbunc,purging
