fhdi_drug_id,drug_name,drug_dose,dosage_form,food_herb_id,food_herb_name,type,component,dose,time,effect,conclusion
d00948,cefuroxime,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,positive,administer ceftin tablets with or without foodadminister ceftin for oral suspension with food
d00610,ferric citrate,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with food
d01284,deutetrabenazine,12 mg,tablet,f00104,meal,food,not specified,not specified,not specified,positive,administer with food
d00752,ritonavir,600 mg,oral solution,f00104,meal,food,not specified,not specified,not specified,negative,the recommended dosage of norvir is 600 mg twice daily by mouth to be taken with meals
d00411,liothyronine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01337,allopurinol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,patients may wish to take zyloprim after meals to minimize gastric irritation
d00046,azathioprine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00470,levocarnitine,not specified,oral solution,f00104,meal,food,not specified,not specified,not specified,no effect,take with food
d00956,famotidine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,pepcid may be taken with or without food
d00827,succimer,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00230,metformin,850 mg,tablet,f00104,meal,food,fasted,not specified,not specified,negative,glucophage or glucophage xr should be taken with meals to help lessen an upset stomach side effect
d00230,metformin,not specified,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,positive,glucophage or glucophage xr should be taken with meals to help lessen an upset stomach side effect
d00213,losartan,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d01009,lansoprazole,not specified,delayedrelease capsule,f00104,meal,food,not specified,not specified,not specified,negative,take before a meal
d00171,glimepiride,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,administer with breakfast or first meal of the day 
d00040,anastrozole,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00002,betaine,not specified,oral solution,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00677,pramipexole,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,mirapex tablets can be taken with or without food if patients develop nausea advise that taking mirapex tablets with food may reduce the occurrence of nausea
d00604,zolmitriptan,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d01369,glyburide,5 mg,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00766,tolterodine,not specified,extendedrelease capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with food
d00025,alfuzosin,10 mg,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,negative,take with food and with the same meal each day
d00225,memantine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00829,tamoxifen,not specified,oral solution,f00104,meal,food,not specified,not specified,not specified,no effect,soltamox can be given without regard to meals
d00783,roflumilast,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00519,cephalexin,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food taking trovafloxacin with food may reduce the risk of dizziness
d00919,stiripentol,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,possible,take druing the meal
d00410,amifampridine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00176,guaifenesin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00526,lofexidine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00029,amantadine,not specified,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00770,tacrolimus,not specified,capsule,f00104,meal,food,not specified,not specified,immediately after meal,negative,prograf may be taken with or without food however since the presence of food affects the bioavailability of prograf if taken with food it should be taken consistently the same way each time see clinical pharmacology
d00770,tacrolimus,not specified,capsule,f00104,meal,food,not specified,not specified,15 h after meal,negative,prograf may be taken with or without food however since the presence of food affects the bioavailability of prograf if taken with food it should be taken consistently the same way each time see clinical pharmacology
d00184,hydroxyurea,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00307,praziquantel,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take tablets with water during meals
d00097,clofazimine,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with food
d00089,chlorthalidone,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,15 mg once daily with food
d00937,benazepril,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00591,topotecan,not specified,injection,f00104,meal,food,not specified,not specified,not specified,no effect,with or without food
